Sun Aug  3 17:06:37 PDT 2014 Starting master on sceplus-vm48
2014-08-03 17:07:08,723 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStateStore: Updating row usertable,user3,1407104582577.37e49e900687a1e10ed024cd4eacb052. with state=OFFLINE
2014-08-03 17:07:08,725 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStates: Transition {c0bfc189cd9d3c84d54127537c44cfa0 state=OPEN, ts=1407110828425, server=slave1,16020,1407104357658} to {c0bfc189cd9d3c84d54127537c44cfa0 state=OFFLINE, ts=1407110828725, server=slave1,16020,1407104357658}
2014-08-03 17:07:08,725 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStateStore: Updating row usertable,user9,1407104582577.c0bfc189cd9d3c84d54127537c44cfa0. with state=OFFLINE
2014-08-03 17:07:08,728 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStates: Transition {25124a294df6cfbb85a8a00edb13388e state=OPEN, ts=1407110828423, server=slave1,16020,1407104357658} to {25124a294df6cfbb85a8a00edb13388e state=OFFLINE, ts=1407110828728, server=slave1,16020,1407104357658}
2014-08-03 17:07:08,728 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStateStore: Updating row usertable,user7,1407104582577.25124a294df6cfbb85a8a00edb13388e. with state=OFFLINE
2014-08-03 17:07:08,731 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStates: Transition {ae7db88a8b58e4aecc5b8e710c64ab82 state=OPEN, ts=1407110828419, server=slave1,16020,1407104357658} to {ae7db88a8b58e4aecc5b8e710c64ab82 state=OFFLINE, ts=1407110828731, server=slave1,16020,1407104357658}
2014-08-03 17:07:08,732 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStateStore: Updating row usertable,user1,1407104582577.ae7db88a8b58e4aecc5b8e710c64ab82. with state=OFFLINE
2014-08-03 17:07:08,734 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStates: Transition {967c78cf0d24b0f3359c1b98cbe7049e state=OPEN, ts=1407110828421, server=slave1,16020,1407104357658} to {967c78cf0d24b0f3359c1b98cbe7049e state=OFFLINE, ts=1407110828734, server=slave1,16020,1407104357658}
2014-08-03 17:07:08,734 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStateStore: Updating row usertable,user4,1407104582577.967c78cf0d24b0f3359c1b98cbe7049e. with state=OFFLINE
2014-08-03 17:07:08,737 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStates: Transition {038aa4923387d0c9e049996fef0b43c8 state=OPEN, ts=1407110828422, server=slave1,16020,1407104357658} to {038aa4923387d0c9e049996fef0b43c8 state=OFFLINE, ts=1407110828737, server=slave1,16020,1407104357658}
2014-08-03 17:07:08,737 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStateStore: Updating row usertable,user5,1407104582577.038aa4923387d0c9e049996fef0b43c8. with state=OFFLINE
2014-08-03 17:07:08,740 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStates: Transition {e2bfdbb9b6433313b2fdade43fedd4c1 state=OPEN, ts=1407110828424, server=slave1,16020,1407104357658} to {e2bfdbb9b6433313b2fdade43fedd4c1 state=OFFLINE, ts=1407110828740, server=slave1,16020,1407104357658}
2014-08-03 17:07:08,740 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStateStore: Updating row usertable,user8,1407104582577.e2bfdbb9b6433313b2fdade43fedd4c1. with state=OFFLINE
2014-08-03 17:07:08,743 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStates: Transition {3972d835a54e7a6fa7aa63762cf70d7c state=OPEN, ts=1407110828418, server=slave1,16020,1407104357658} to {3972d835a54e7a6fa7aa63762cf70d7c state=OFFLINE, ts=1407110828743, server=slave1,16020,1407104357658}
2014-08-03 17:07:08,743 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStateStore: Updating row usertable,,1407104582577.3972d835a54e7a6fa7aa63762cf70d7c. with state=OFFLINE
2014-08-03 17:07:08,746 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStates: Transition {2f1a8786f7b22b3e741cd67aa21b37f0 state=OPEN, ts=1407110828422, server=slave1,16020,1407104357658} to {2f1a8786f7b22b3e741cd67aa21b37f0 state=OFFLINE, ts=1407110828746, server=slave1,16020,1407104357658}
2014-08-03 17:07:08,746 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.RegionStateStore: Updating row usertable,user6,1407104582577.2f1a8786f7b22b3e741cd67aa21b37f0. with state=OFFLINE
2014-08-03 17:07:08,749 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] handler.ServerShutdownHandler: Reassigning 10 region(s) that slave1,16020,1407104357658 was carrying (and 0 regions(s) that were opening on this server)
2014-08-03 17:07:08,749 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {fe1c441ecb6e3789e0fdd62314d7b06a state=OPEN, ts=1407110828418, server=sceplus-vm48.almaden.ibm.com,16020,1407104154847} to {fe1c441ecb6e3789e0fdd62314d7b06a state=OFFLINE, ts=1407110828749, server=sceplus-vm48.almaden.ibm.com,16020,1407104154847}
2014-08-03 17:07:08,750 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row hbase:namespace,,1406986075482.fe1c441ecb6e3789e0fdd62314d7b06a. with state=OFFLINE
2014-08-03 17:07:08,753 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] handler.ServerShutdownHandler: Reassigning 1 region(s) that sceplus-vm48.almaden.ibm.com,16020,1407104154847 was carrying (and 0 regions(s) that were opening on this server)
2014-08-03 17:07:08,786 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.AssignmentManager: Bulk assigning 1 region(s) across 3 server(s), round-robin=true
2014-08-03 17:07:08,789 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.AssignmentManager: Assigning 1 region(s) to sceplus-vm48.almaden.ibm.com,16020,1407110798972
2014-08-03 17:07:08,792 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStates: Transition {fe1c441ecb6e3789e0fdd62314d7b06a state=OFFLINE, ts=1407110828749, server=sceplus-vm48.almaden.ibm.com,16020,1407104154847} to {fe1c441ecb6e3789e0fdd62314d7b06a state=PENDING_OPEN, ts=1407110828792, server=sceplus-vm48.almaden.ibm.com,16020,1407110798972}
2014-08-03 17:07:08,792 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStateStore: Updating row hbase:namespace,,1406986075482.fe1c441ecb6e3789e0fdd62314d7b06a. with state=PENDING_OPEN&sn=sceplus-vm48.almaden.ibm.com,16020,1407110798972
2014-08-03 17:07:08,795 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] regionserver.RSRpcServices: Open hbase:namespace,,1406986075482.fe1c441ecb6e3789e0fdd62314d7b06a.
2014-08-03 17:07:08,801 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.AssignmentManager: Bulk assigning done
2014-08-03 17:07:08,801 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.AssignmentManager: Waiting for fe1c441ecb6e3789e0fdd62314d7b06a to leave regions-in-transition, timeOut=15000 ms.
2014-08-03 17:07:08,810 INFO  [StoreOpener-fe1c441ecb6e3789e0fdd62314d7b06a-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@2148d93b, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-03 17:07:08,811 INFO  [StoreOpener-fe1c441ecb6e3789e0fdd62314d7b06a-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-03 17:07:08,841 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Onlined fe1c441ecb6e3789e0fdd62314d7b06a; next sequenceid=40000008
2014-08-03 17:07:08,842 INFO  [PostOpenDeployTasks:fe1c441ecb6e3789e0fdd62314d7b06a] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1406986075482.fe1c441ecb6e3789e0fdd62314d7b06a.
2014-08-03 17:07:08,856 INFO  [PostOpenDeployTasks:fe1c441ecb6e3789e0fdd62314d7b06a] master.RegionStates: Transition {fe1c441ecb6e3789e0fdd62314d7b06a state=PENDING_OPEN, ts=1407110828792, server=sceplus-vm48.almaden.ibm.com,16020,1407110798972} to {fe1c441ecb6e3789e0fdd62314d7b06a state=OPEN, ts=1407110828856, server=sceplus-vm48.almaden.ibm.com,16020,1407110798972}
2014-08-03 17:07:08,856 INFO  [PostOpenDeployTasks:fe1c441ecb6e3789e0fdd62314d7b06a] master.RegionStateStore: Updating row hbase:namespace,,1406986075482.fe1c441ecb6e3789e0fdd62314d7b06a. with state=OPEN&openSeqNum=40000008&server=sceplus-vm48.almaden.ibm.com,16020,1407110798972
2014-08-03 17:07:08,861 INFO  [PostOpenDeployTasks:fe1c441ecb6e3789e0fdd62314d7b06a] master.RegionStates: Onlined fe1c441ecb6e3789e0fdd62314d7b06a on sceplus-vm48.almaden.ibm.com,16020,1407110798972
2014-08-03 17:07:08,870 INFO  [M_LOG_REPLAY_OPS-sceplus-vm48:16020-0] master.MasterFileSystem: Log dir for server sceplus-vm48.almaden.ibm.com,16020,1407104154847 does not exist
2014-08-03 17:07:08,871 INFO  [M_LOG_REPLAY_OPS-sceplus-vm48:16020-0] master.SplitLogManager: dead splitlog workers [sceplus-vm48.almaden.ibm.com,16020,1407104154847]
2014-08-03 17:07:08,871 INFO  [M_LOG_REPLAY_OPS-sceplus-vm48:16020-0] master.SplitLogManager: started splitting 0 logs in []
2014-08-03 17:07:08,900 INFO  [main-EventThread] zookeeper.RecoveringRegionWatcher: /hbase/recovering-regions/fe1c441ecb6e3789e0fdd62314d7b06a znode deleted. Region: fe1c441ecb6e3789e0fdd62314d7b06a completes recovery.
2014-08-03 17:07:08,909 INFO  [M_LOG_REPLAY_OPS-sceplus-vm48:16020-0] master.SplitLogManager: finished splitting (more than or equal to) 0 bytes in 0 log files in [] in 38ms
2014-08-03 17:07:08,910 INFO  [M_LOG_REPLAY_OPS-sceplus-vm48:16020-0] handler.LogReplayHandler: Finished processing shutdown of sceplus-vm48.almaden.ibm.com,16020,1407104154847
2014-08-03 17:07:08,985 INFO  [ActiveMasterManager] master.HMaster: Master has completed initialization
2014-08-03 17:07:09,644 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.AssignmentManager: Bulk assigning 10 region(s) across 3 server(s), round-robin=true
2014-08-03 17:07:09,645 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.AssignmentManager: Assigning 5 region(s) to sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:09,645 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.AssignmentManager: Assigning 5 region(s) to slave1,16020,1407110800000
2014-08-03 17:07:09,645 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStates: Transition {69e51f4f18ca05cda35499402d881789 state=OFFLINE, ts=1407110828693, server=slave1,16020,1407104357658} to {69e51f4f18ca05cda35499402d881789 state=PENDING_OPEN, ts=1407110829645, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:09,645 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStates: Transition {37e49e900687a1e10ed024cd4eacb052 state=OFFLINE, ts=1407110828723, server=slave1,16020,1407104357658} to {37e49e900687a1e10ed024cd4eacb052 state=PENDING_OPEN, ts=1407110829645, server=slave1,16020,1407110800000}
2014-08-03 17:07:09,646 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,user2,1407104582577.69e51f4f18ca05cda35499402d881789. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:09,646 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,user3,1407104582577.37e49e900687a1e10ed024cd4eacb052. with state=PENDING_OPEN&sn=slave1,16020,1407110800000
2014-08-03 17:07:09,653 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStates: Transition {c0bfc189cd9d3c84d54127537c44cfa0 state=OFFLINE, ts=1407110828725, server=slave1,16020,1407104357658} to {c0bfc189cd9d3c84d54127537c44cfa0 state=PENDING_OPEN, ts=1407110829652, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:09,653 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStates: Transition {25124a294df6cfbb85a8a00edb13388e state=OFFLINE, ts=1407110828728, server=slave1,16020,1407104357658} to {25124a294df6cfbb85a8a00edb13388e state=PENDING_OPEN, ts=1407110829653, server=slave1,16020,1407110800000}
2014-08-03 17:07:09,653 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,user9,1407104582577.c0bfc189cd9d3c84d54127537c44cfa0. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:09,653 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,user7,1407104582577.25124a294df6cfbb85a8a00edb13388e. with state=PENDING_OPEN&sn=slave1,16020,1407110800000
2014-08-03 17:07:09,656 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStates: Transition {ae7db88a8b58e4aecc5b8e710c64ab82 state=OFFLINE, ts=1407110828731, server=slave1,16020,1407104357658} to {ae7db88a8b58e4aecc5b8e710c64ab82 state=PENDING_OPEN, ts=1407110829656, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:09,656 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStates: Transition {967c78cf0d24b0f3359c1b98cbe7049e state=OFFLINE, ts=1407110828734, server=slave1,16020,1407104357658} to {967c78cf0d24b0f3359c1b98cbe7049e state=PENDING_OPEN, ts=1407110829656, server=slave1,16020,1407110800000}
2014-08-03 17:07:09,657 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,user1,1407104582577.ae7db88a8b58e4aecc5b8e710c64ab82. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:09,657 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,user4,1407104582577.967c78cf0d24b0f3359c1b98cbe7049e. with state=PENDING_OPEN&sn=slave1,16020,1407110800000
2014-08-03 17:07:09,660 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStates: Transition {038aa4923387d0c9e049996fef0b43c8 state=OFFLINE, ts=1407110828737, server=slave1,16020,1407104357658} to {038aa4923387d0c9e049996fef0b43c8 state=PENDING_OPEN, ts=1407110829660, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:09,660 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStates: Transition {e2bfdbb9b6433313b2fdade43fedd4c1 state=OFFLINE, ts=1407110828740, server=slave1,16020,1407104357658} to {e2bfdbb9b6433313b2fdade43fedd4c1 state=PENDING_OPEN, ts=1407110829660, server=slave1,16020,1407110800000}
2014-08-03 17:07:09,660 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,user5,1407104582577.038aa4923387d0c9e049996fef0b43c8. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:09,660 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,user8,1407104582577.e2bfdbb9b6433313b2fdade43fedd4c1. with state=PENDING_OPEN&sn=slave1,16020,1407110800000
2014-08-03 17:07:09,663 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStates: Transition {3972d835a54e7a6fa7aa63762cf70d7c state=OFFLINE, ts=1407110828743, server=slave1,16020,1407104357658} to {3972d835a54e7a6fa7aa63762cf70d7c state=PENDING_OPEN, ts=1407110829663, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:09,663 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStates: Transition {2f1a8786f7b22b3e741cd67aa21b37f0 state=OFFLINE, ts=1407110828746, server=slave1,16020,1407104357658} to {2f1a8786f7b22b3e741cd67aa21b37f0 state=PENDING_OPEN, ts=1407110829663, server=slave1,16020,1407110800000}
2014-08-03 17:07:09,663 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,,1407104582577.3972d835a54e7a6fa7aa63762cf70d7c. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:09,663 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407110798972-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,user6,1407104582577.2f1a8786f7b22b3e741cd67aa21b37f0. with state=PENDING_OPEN&sn=slave1,16020,1407110800000
2014-08-03 17:07:10,042 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.AssignmentManager: Bulk assigning done
2014-08-03 17:07:10,042 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-2] master.AssignmentManager: Waiting for 69e51f4f18ca05cda35499402d881789 to leave regions-in-transition, timeOut=15000 ms.
2014-08-03 17:07:11,430 INFO  [defaultRpcServer.handler=12,queue=2,port=16020] master.RegionStates: Transition {37e49e900687a1e10ed024cd4eacb052 state=PENDING_OPEN, ts=1407110829645, server=slave1,16020,1407110800000} to {37e49e900687a1e10ed024cd4eacb052 state=OPEN, ts=1407110831430, server=slave1,16020,1407110800000}
2014-08-03 17:07:11,430 ERROR [defaultRpcServer.handler=14,queue=4,port=16020] master.AssignmentManager: Failed to transtion region from {69e51f4f18ca05cda35499402d881789 state=PENDING_OPEN, ts=1407110829645, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to OPENED by slave1,16020,1407110800000: 69e51f4f18ca05cda35499402d881789 is not pending open on slave1,16020,1407110800000
2014-08-03 17:07:11,431 INFO  [defaultRpcServer.handler=12,queue=2,port=16020] master.RegionStateStore: Updating row usertable,user3,1407104582577.37e49e900687a1e10ed024cd4eacb052. with state=OPEN&openSeqNum=40019335&server=slave1,16020,1407110800000
2014-08-03 17:07:11,437 INFO  [defaultRpcServer.handler=12,queue=2,port=16020] master.RegionStates: Onlined 37e49e900687a1e10ed024cd4eacb052 on slave1,16020,1407110800000
2014-08-03 17:07:11,460 ERROR [defaultRpcServer.handler=19,queue=4,port=16020] master.MasterRpcServices: Region server slave1,16020,1407110800000 reported a fatal error:
ABORTING region server slave1,16020,1407110800000: Exception running postOpenDeployTasks; region=69e51f4f18ca05cda35499402d881789
Cause:
java.io.IOException: Failed to report opened region to master: usertable,user2,1407104582577.69e51f4f18ca05cda35499402d881789.
	at org.apache.hadoop.hbase.regionserver.HRegionServer.postOpenDeployTasks(HRegionServer.java:1730)
	at org.apache.hadoop.hbase.regionserver.handler.OpenRegionHandler$PostOpenDeployTasksThread.run(OpenRegionHandler.java:321)

2014-08-03 17:07:14,359 INFO  [main-EventThread] zookeeper.RegionServerTracker: RegionServer ephemeral node deleted, processing expiration [sceplus-vm49.almaden.ibm.com,16020,1407110800000]
2014-08-03 17:07:14,366 INFO  [main-EventThread] replication.ReplicationTrackerZKImpl: /hbase/rs/sceplus-vm49.almaden.ibm.com,16020,1407110800000 znode expired, triggering replicatorRemoved event
2014-08-03 17:07:14,366 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] handler.ServerShutdownHandler: Splitting logs for sceplus-vm49.almaden.ibm.com,16020,1407110800000 before assignment.
2014-08-03 17:07:14,367 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] handler.ServerShutdownHandler: Mark regions in recovery before assignment.
2014-08-03 17:07:14,367 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Found region in {ae7db88a8b58e4aecc5b8e710c64ab82 state=PENDING_OPEN, ts=1407110829656, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:14,367 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Found region in {3972d835a54e7a6fa7aa63762cf70d7c state=PENDING_OPEN, ts=1407110829663, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:14,367 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Found region in {038aa4923387d0c9e049996fef0b43c8 state=PENDING_OPEN, ts=1407110829660, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:14,367 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Found region in {69e51f4f18ca05cda35499402d881789 state=PENDING_OPEN, ts=1407110829645, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:14,367 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Found region in {c0bfc189cd9d3c84d54127537c44cfa0 state=PENDING_OPEN, ts=1407110829652, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407110800000
2014-08-03 17:07:14,370 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/ae7db88a8b58e4aecc5b8e710c64ab82 already deleted, retry=false
2014-08-03 17:07:14,370 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {ae7db88a8b58e4aecc5b8e710c64ab82 state=PENDING_OPEN, ts=1407110829656, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to {ae7db88a8b58e4aecc5b8e710c64ab82 state=OFFLINE, ts=1407110834370, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:14,370 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user1,1407104582577.ae7db88a8b58e4aecc5b8e710c64ab82. with state=OFFLINE
2014-08-03 17:07:14,376 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/3972d835a54e7a6fa7aa63762cf70d7c already deleted, retry=false
2014-08-03 17:07:14,376 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {3972d835a54e7a6fa7aa63762cf70d7c state=PENDING_OPEN, ts=1407110829663, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to {3972d835a54e7a6fa7aa63762cf70d7c state=OFFLINE, ts=1407110834376, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:14,376 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,,1407104582577.3972d835a54e7a6fa7aa63762cf70d7c. with state=OFFLINE
2014-08-03 17:07:14,384 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/038aa4923387d0c9e049996fef0b43c8 already deleted, retry=false
2014-08-03 17:07:14,384 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {038aa4923387d0c9e049996fef0b43c8 state=PENDING_OPEN, ts=1407110829660, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to {038aa4923387d0c9e049996fef0b43c8 state=OFFLINE, ts=1407110834384, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:14,384 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user5,1407104582577.038aa4923387d0c9e049996fef0b43c8. with state=OFFLINE
2014-08-03 17:07:14,390 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/69e51f4f18ca05cda35499402d881789 already deleted, retry=false
2014-08-03 17:07:14,390 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {69e51f4f18ca05cda35499402d881789 state=PENDING_OPEN, ts=1407110829645, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to {69e51f4f18ca05cda35499402d881789 state=OFFLINE, ts=1407110834390, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:14,391 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user2,1407104582577.69e51f4f18ca05cda35499402d881789. with state=OFFLINE
2014-08-03 17:07:14,396 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/c0bfc189cd9d3c84d54127537c44cfa0 already deleted, retry=false
2014-08-03 17:07:14,396 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStates: Transition {c0bfc189cd9d3c84d54127537c44cfa0 state=PENDING_OPEN, ts=1407110829652, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000} to {c0bfc189cd9d3c84d54127537c44cfa0 state=OFFLINE, ts=1407110834396, server=sceplus-vm49.almaden.ibm.com,16020,1407110800000}
2014-08-03 17:07:14,396 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-4] master.RegionStateStore: Updating row usertable,user9,1407104582577.c0bfc189cd9d3c84d54127537c44cfa0. with state=OFFLINE
