Mon Aug  4 01:38:32 PDT 2014 Starting master on sceplus-vm48
2014-08-04 01:39:42,271 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStates: Transition {e5e5472e82c86a6ab4bdd45e0a00c245 state=OFFLINE, ts=1407141582202, server=null} to {e5e5472e82c86a6ab4bdd45e0a00c245 state=PENDING_OPEN, ts=1407141582271, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:42,272 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,user2,1407141581590.e5e5472e82c86a6ab4bdd45e0a00c245. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:42,272 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStates: Transition {8aabb426fd90134a056f48c057d6b5b0 state=OFFLINE, ts=1407141582201, server=null} to {8aabb426fd90134a056f48c057d6b5b0 state=PENDING_OPEN, ts=1407141582272, server=slave1,16020,1407141515172}
2014-08-04 01:39:42,273 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,user1,1407141581590.8aabb426fd90134a056f48c057d6b5b0. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:42,276 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStates: Transition {f0f455acf010bd902304c7dfa78475b2 state=OFFLINE, ts=1407141582202, server=null} to {f0f455acf010bd902304c7dfa78475b2 state=PENDING_OPEN, ts=1407141582276, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:42,277 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,user4,1407141581590.f0f455acf010bd902304c7dfa78475b2. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:42,277 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStates: Transition {6af97adecf7548b39ed84aceba750cec state=OFFLINE, ts=1407141582202, server=null} to {6af97adecf7548b39ed84aceba750cec state=PENDING_OPEN, ts=1407141582277, server=slave1,16020,1407141515172}
2014-08-04 01:39:42,277 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,user6,1407141581590.6af97adecf7548b39ed84aceba750cec. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:42,280 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStates: Transition {2d0de77fcf7523efe013bb011064599c state=OFFLINE, ts=1407141582203, server=null} to {2d0de77fcf7523efe013bb011064599c state=PENDING_OPEN, ts=1407141582280, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:42,280 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,user3,1407141581590.2d0de77fcf7523efe013bb011064599c. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:42,280 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStates: Transition {6440fdcf7907e8de395bf0c4a4da4666 state=OFFLINE, ts=1407141582203, server=null} to {6440fdcf7907e8de395bf0c4a4da4666 state=PENDING_OPEN, ts=1407141582280, server=slave1,16020,1407141515172}
2014-08-04 01:39:42,281 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,user7,1407141581590.6440fdcf7907e8de395bf0c4a4da4666. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:42,283 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStates: Transition {89ee71eb3049399046b388114ed05a20 state=OFFLINE, ts=1407141582205, server=null} to {89ee71eb3049399046b388114ed05a20 state=PENDING_OPEN, ts=1407141582283, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:42,283 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,user5,1407141581590.89ee71eb3049399046b388114ed05a20. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:42,284 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStates: Transition {0da80de38f198fc51a0b47f37aaf6cb4 state=OFFLINE, ts=1407141582205, server=null} to {0da80de38f198fc51a0b47f37aaf6cb4 state=PENDING_OPEN, ts=1407141582284, server=slave1,16020,1407141515172}
2014-08-04 01:39:42,284 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,,1407141581590.0da80de38f198fc51a0b47f37aaf6cb4. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:42,286 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStates: Transition {f9e9efb2abb59b69f147274d49abecb3 state=OFFLINE, ts=1407141582205, server=null} to {f9e9efb2abb59b69f147274d49abecb3 state=PENDING_OPEN, ts=1407141582286, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:42,286 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-0] master.RegionStateStore: Updating row usertable,user9,1407141581590.f9e9efb2abb59b69f147274d49abecb3. with state=PENDING_OPEN&sn=sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:42,287 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStates: Transition {b749d046cc995cfb046fdc87fd3ba6b8 state=OFFLINE, ts=1407141582205, server=null} to {b749d046cc995cfb046fdc87fd3ba6b8 state=PENDING_OPEN, ts=1407141582287, server=slave1,16020,1407141515172}
2014-08-04 01:39:42,287 INFO  [sceplus-vm48.almaden.ibm.com,16020,1407141514169-GeneralBulkAssigner-1] master.RegionStateStore: Updating row usertable,user8,1407141581590.b749d046cc995cfb046fdc87fd3ba6b8. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:42,616 INFO  [MASTER_TABLE_OPERATIONS-sceplus-vm48:16020-0] master.AssignmentManager: Bulk assigning done
2014-08-04 01:39:42,617 WARN  [MASTER_TABLE_OPERATIONS-sceplus-vm48:16020-0] zookeeper.ZKTableStateManager: Moving table usertable state from ENABLING to ENABLED
2014-08-04 01:39:42,624 INFO  [MASTER_TABLE_OPERATIONS-sceplus-vm48:16020-0] handler.CreateTableHandler: failed. null
2014-08-04 01:39:42,817 INFO  [defaultRpcServer.handler=8,queue=3,port=16020] master.RegionStates: Transition {8aabb426fd90134a056f48c057d6b5b0 state=PENDING_OPEN, ts=1407141582272, server=slave1,16020,1407141515172} to {8aabb426fd90134a056f48c057d6b5b0 state=OPEN, ts=1407141582817, server=slave1,16020,1407141515172}
2014-08-04 01:39:42,817 INFO  [defaultRpcServer.handler=8,queue=3,port=16020] master.RegionStateStore: Updating row usertable,user1,1407141581590.8aabb426fd90134a056f48c057d6b5b0. with state=OPEN&openSeqNum=2&server=slave1,16020,1407141515172
2014-08-04 01:39:42,817 ERROR [defaultRpcServer.handler=13,queue=3,port=16020] master.AssignmentManager: Failed to transtion region from {f0f455acf010bd902304c7dfa78475b2 state=PENDING_OPEN, ts=1407141582276, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to OPENED by slave1,16020,1407141515172: f0f455acf010bd902304c7dfa78475b2 is not pending open on slave1,16020,1407141515172
2014-08-04 01:39:42,823 INFO  [defaultRpcServer.handler=8,queue=3,port=16020] master.RegionStates: Onlined 8aabb426fd90134a056f48c057d6b5b0 on slave1,16020,1407141515172
2014-08-04 01:39:42,847 ERROR [defaultRpcServer.handler=27,queue=2,port=16020] master.MasterRpcServices: Region server slave1,16020,1407141515172 reported a fatal error:
ABORTING region server slave1,16020,1407141515172: Exception running postOpenDeployTasks; region=f0f455acf010bd902304c7dfa78475b2
Cause:
java.io.IOException: Failed to report opened region to master: usertable,user4,1407141581590.f0f455acf010bd902304c7dfa78475b2.
	at org.apache.hadoop.hbase.regionserver.HRegionServer.postOpenDeployTasks(HRegionServer.java:1730)
	at org.apache.hadoop.hbase.regionserver.handler.OpenRegionHandler$PostOpenDeployTasksThread.run(OpenRegionHandler.java:321)

2014-08-04 01:39:42,847 ERROR [defaultRpcServer.handler=32,queue=2,port=16020] master.MasterRpcServices: Region server slave1,16020,1407141515172 reported a fatal error:
ABORTING region server slave1,16020,1407141515172: Exception running postOpenDeployTasks; region=e5e5472e82c86a6ab4bdd45e0a00c245
Cause:
org.apache.hadoop.hbase.regionserver.RegionServerStoppedException: Server slave1,16020,1407141515172 not running, aborting
	at org.apache.hadoop.hbase.regionserver.RSRpcServices.checkOpen(RSRpcServices.java:823)
	at org.apache.hadoop.hbase.regionserver.HRegionServer.postOpenDeployTasks(HRegionServer.java:1703)
	at org.apache.hadoop.hbase.regionserver.handler.OpenRegionHandler$PostOpenDeployTasksThread.run(OpenRegionHandler.java:321)

2014-08-04 01:39:47,961 INFO  [main-EventThread] zookeeper.RegionServerTracker: RegionServer ephemeral node deleted, processing expiration [sceplus-vm49.almaden.ibm.com,16020,1407141515172]
2014-08-04 01:39:47,967 INFO  [main-EventThread] replication.ReplicationTrackerZKImpl: /hbase/rs/sceplus-vm49.almaden.ibm.com,16020,1407141515172 znode expired, triggering replicatorRemoved event
2014-08-04 01:39:47,967 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] handler.ServerShutdownHandler: Splitting logs for sceplus-vm49.almaden.ibm.com,16020,1407141515172 before assignment.
2014-08-04 01:39:47,968 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] handler.ServerShutdownHandler: Mark regions in recovery before assignment.
2014-08-04 01:39:47,968 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Found region in {f9e9efb2abb59b69f147274d49abecb3 state=PENDING_OPEN, ts=1407141582286, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:47,968 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Found region in {e5e5472e82c86a6ab4bdd45e0a00c245 state=PENDING_OPEN, ts=1407141582271, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:47,969 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Found region in {89ee71eb3049399046b388114ed05a20 state=PENDING_OPEN, ts=1407141582283, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:47,969 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Found region in {2d0de77fcf7523efe013bb011064599c state=PENDING_OPEN, ts=1407141582280, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:47,969 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Found region in {f0f455acf010bd902304c7dfa78475b2 state=PENDING_OPEN, ts=1407141582276, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to be reassigned by SSH for sceplus-vm49.almaden.ibm.com,16020,1407141515172
2014-08-04 01:39:47,977 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/f9e9efb2abb59b69f147274d49abecb3 already deleted, retry=false
2014-08-04 01:39:47,978 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {f9e9efb2abb59b69f147274d49abecb3 state=PENDING_OPEN, ts=1407141582286, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {f9e9efb2abb59b69f147274d49abecb3 state=OFFLINE, ts=1407141587978, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:47,978 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user9,1407141581590.f9e9efb2abb59b69f147274d49abecb3. with state=OFFLINE
2014-08-04 01:39:47,988 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/e5e5472e82c86a6ab4bdd45e0a00c245 already deleted, retry=false
2014-08-04 01:39:47,988 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {e5e5472e82c86a6ab4bdd45e0a00c245 state=PENDING_OPEN, ts=1407141582271, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {e5e5472e82c86a6ab4bdd45e0a00c245 state=OFFLINE, ts=1407141587988, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:47,988 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user2,1407141581590.e5e5472e82c86a6ab4bdd45e0a00c245. with state=OFFLINE
2014-08-04 01:39:47,994 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/89ee71eb3049399046b388114ed05a20 already deleted, retry=false
2014-08-04 01:39:47,994 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {89ee71eb3049399046b388114ed05a20 state=PENDING_OPEN, ts=1407141582283, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {89ee71eb3049399046b388114ed05a20 state=OFFLINE, ts=1407141587994, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:47,994 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user5,1407141581590.89ee71eb3049399046b388114ed05a20. with state=OFFLINE
2014-08-04 01:39:47,999 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/2d0de77fcf7523efe013bb011064599c already deleted, retry=false
2014-08-04 01:39:47,999 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {2d0de77fcf7523efe013bb011064599c state=PENDING_OPEN, ts=1407141582280, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {2d0de77fcf7523efe013bb011064599c state=OFFLINE, ts=1407141587999, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:47,999 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user3,1407141581590.2d0de77fcf7523efe013bb011064599c. with state=OFFLINE
2014-08-04 01:39:48,004 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] zookeeper.RecoverableZooKeeper: Node /hbase/region-in-transition/f0f455acf010bd902304c7dfa78475b2 already deleted, retry=false
2014-08-04 01:39:48,004 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {f0f455acf010bd902304c7dfa78475b2 state=PENDING_OPEN, ts=1407141582276, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {f0f455acf010bd902304c7dfa78475b2 state=OFFLINE, ts=1407141588004, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172}
2014-08-04 01:39:48,004 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user4,1407141581590.f0f455acf010bd902304c7dfa78475b2. with state=OFFLINE
2014-08-04 01:39:48,006 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] handler.ServerShutdownHandler: Reassigning 0 region(s) that sceplus-vm49.almaden.ibm.com,16020,1407141515172 was carrying (and 5 regions(s) that were opening on this server)
2014-08-04 01:39:48,007 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.AssignmentManager: Assigning 5 region(s) to slave1,16020,1407141515172
2014-08-04 01:39:48,007 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {f9e9efb2abb59b69f147274d49abecb3 state=OFFLINE, ts=1407141587978, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {f9e9efb2abb59b69f147274d49abecb3 state=PENDING_OPEN, ts=1407141588007, server=slave1,16020,1407141515172}
2014-08-04 01:39:48,007 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user9,1407141581590.f9e9efb2abb59b69f147274d49abecb3. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:48,009 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {e5e5472e82c86a6ab4bdd45e0a00c245 state=OFFLINE, ts=1407141587988, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {e5e5472e82c86a6ab4bdd45e0a00c245 state=PENDING_OPEN, ts=1407141588009, server=slave1,16020,1407141515172}
2014-08-04 01:39:48,010 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user2,1407141581590.e5e5472e82c86a6ab4bdd45e0a00c245. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:48,012 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {89ee71eb3049399046b388114ed05a20 state=OFFLINE, ts=1407141587994, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {89ee71eb3049399046b388114ed05a20 state=PENDING_OPEN, ts=1407141588012, server=slave1,16020,1407141515172}
2014-08-04 01:39:48,012 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user5,1407141581590.89ee71eb3049399046b388114ed05a20. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:48,015 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {2d0de77fcf7523efe013bb011064599c state=OFFLINE, ts=1407141587999, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {2d0de77fcf7523efe013bb011064599c state=PENDING_OPEN, ts=1407141588015, server=slave1,16020,1407141515172}
2014-08-04 01:39:48,015 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user3,1407141581590.2d0de77fcf7523efe013bb011064599c. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:48,019 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStates: Transition {f0f455acf010bd902304c7dfa78475b2 state=OFFLINE, ts=1407141588004, server=sceplus-vm49.almaden.ibm.com,16020,1407141515172} to {f0f455acf010bd902304c7dfa78475b2 state=PENDING_OPEN, ts=1407141588019, server=slave1,16020,1407141515172}
2014-08-04 01:39:48,019 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.RegionStateStore: Updating row usertable,user4,1407141581590.f0f455acf010bd902304c7dfa78475b2. with state=PENDING_OPEN&sn=slave1,16020,1407141515172
2014-08-04 01:39:48,026 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.AssignmentManager: Unable to communicate with slave1,16020,1407141515172 in order to assign regions, 
java.io.IOException: Call to slave1/9.1.143.59:16020 failed on local exception: java.io.IOException: Connection to sceplus-vm49.almaden.ibm.com/9.1.143.59:16020 is closing. Call id=13, waitTime=1
	at org.apache.hadoop.hbase.ipc.RpcClient.wrapException(RpcClient.java:1571)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1542)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.openRegion(AdminProtos.java:20964)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionOpen(ServerManager.java:766)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:1679)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:2653)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:2634)
	at org.apache.hadoop.hbase.master.handler.ServerShutdownHandler.process(ServerShutdownHandler.java:291)
	at org.apache.hadoop.hbase.executor.EventHandler.run(EventHandler.java:128)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:744)
Caused by: java.io.IOException: Connection to sceplus-vm49.almaden.ibm.com/9.1.143.59:16020 is closing. Call id=13, waitTime=1
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.cleanupCalls(RpcClient.java:1265)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.close(RpcClient.java:1059)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.run(RpcClient.java:792)
2014-08-04 01:39:48,032 INFO  [MASTER_SERVER_OPERATIONS-sceplus-vm48:16020-3] master.AssignmentManager: Waiting for f9e9efb2abb59b69f147274d49abecb3 to leave regions-in-transition, timeOut=15000 ms.
2014-08-04 01:39:48,036 INFO  [AM.-pool1-t4] master.AssignmentManager: Server slave1,16020,1407141515172 returned java.io.IOException: This connection is closing for usertable,user3,1407141581590.2d0de77fcf7523efe013bb011064599c., try=1 of 10
java.io.IOException: This connection is closing
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupIOstreams(RpcClient.java:908)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.writeRequest(RpcClient.java:1100)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.tracedWriteRequest(RpcClient.java:1069)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1512)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.closeRegion(AdminProtos.java:20976)
	at org.apache.hadoop.hbase.protobuf.ProtobufUtil.closeRegion(ProtobufUtil.java:1652)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionClose(ServerManager.java:797)
	at org.apache.hadoop.hbase.master.AssignmentManager.unassign(AssignmentManager.java:1802)
	at org.apache.hadoop.hbase.master.AssignmentManager.forceRegionStateToOffline(AssignmentManager.java:1919)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:1548)
	at org.apache.hadoop.hbase.master.AssignCallable.call(AssignCallable.java:48)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:744)
2014-08-04 01:39:48,036 INFO  [AM.-pool1-t3] master.AssignmentManager: Server slave1,16020,1407141515172 returned java.net.ConnectException: Connection refused for usertable,user5,1407141581590.89ee71eb3049399046b388114ed05a20., try=1 of 10
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:739)
	at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:206)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:529)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:493)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupConnection(RpcClient.java:631)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupIOstreams(RpcClient.java:931)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.writeRequest(RpcClient.java:1100)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.tracedWriteRequest(RpcClient.java:1069)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1512)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.closeRegion(AdminProtos.java:20976)
	at org.apache.hadoop.hbase.protobuf.ProtobufUtil.closeRegion(ProtobufUtil.java:1652)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionClose(ServerManager.java:797)
	at org.apache.hadoop.hbase.master.AssignmentManager.unassign(AssignmentManager.java:1802)
	at org.apache.hadoop.hbase.master.AssignmentManager.forceRegionStateToOffline(AssignmentManager.java:1919)
	at org.apache.hadoop.hbase.master.AssignmentManager.assign(AssignmentManager.java:1548)
	at org.apache.hadoop.hbase.master.AssignCallable.call(AssignCallable.java:48)
	at java.util.concurrent.FutureTask.run(FutureTask.java:262)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at java.lang.Thread.run(Thread.java:744)
2014-08-04 01:39:48,036 INFO  [AM.-pool1-t2] master.AssignmentManager: Server slave1,16020,1407141515172 returned java.io.IOException: This connection is closing for usertable,user2,1407141581590.e5e5472e82c86a6ab4bdd45e0a00c245., try=1 of 10
java.io.IOException: This connection is closing
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.setupIOstreams(RpcClient.java:908)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.writeRequest(RpcClient.java:1100)
	at org.apache.hadoop.hbase.ipc.RpcClient$Connection.tracedWriteRequest(RpcClient.java:1069)
	at org.apache.hadoop.hbase.ipc.RpcClient.call(RpcClient.java:1512)
	at org.apache.hadoop.hbase.ipc.RpcClient.callBlockingMethod(RpcClient.java:1700)
	at org.apache.hadoop.hbase.ipc.RpcClient$BlockingRpcChannelImplementation.callBlockingMethod(RpcClient.java:1765)
	at org.apache.hadoop.hbase.protobuf.generated.AdminProtos$AdminService$BlockingStub.closeRegion(AdminProtos.java:20976)
	at org.apache.hadoop.hbase.protobuf.ProtobufUtil.closeRegion(ProtobufUtil.java:1652)
	at org.apache.hadoop.hbase.master.ServerManager.sendRegionClose(ServerManager.java:797)
	at org.apache.hadoop.hbase.master.AssignmentManager.unassign(AssignmentManager.java:1802)
	at org.apache.hadoop.hbase.master.AssignmentManager.forceRegionStateToOffline(AssignmentManager.java:1919)
